case_id,HHID,hh_g00_1,hh_g00_2,consumedYN,food_item_other,food_item,consumption_quantity,consumption_unit,consumption_unit_label,consumption_unit_oth,consumption_subunit_1,consumption_subunit_2,hh_g04a,hh_g04b,hh_g04b_label,hh_g04b_oth,hh_g04c,hh_g04c_1,hh_g05,hh_g06a,hh_g06b,hh_g06b_label,hh_g06b_oth,hh_g06c,hh_g06c_1,hh_g07a,hh_g07b,hh_g07b_label,hh_g07b_oth,hh_g07c,hh_g07c_1,food_item_code,hh_members,consumption_per_person,region
201011000051,14914b25c5ab853ed168dcab30b7b28c,2,2,1,,308,8,23,23,POLYTHENE BAG,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,308,3,2.6666666666666665,3
201011000051,14914b25c5ab853ed168dcab30b7b28c,2,2,1,,410,8,23,23,PAIL (SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,410,5,1.6,3
201011000051,14914b25c5ab853ed168dcab30b7b28c,2,2,1,MFUTSO,414,6,23,23,HALF PAIL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,414,1,6,3
201011000051,14914b25c5ab853ed168dcab30b7b28c,2,2,1,,510,7.5,23,23,PAIL (LARGE),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,510,8,0.9375,3
201011000051,14914b25c5ab853ed168dcab30b7b28c,2,2,1,,608,2,23,23,SMALL NALI,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,608,5,0.4,3
201011000051,14914b25c5ab853ed168dcab30b7b28c,2,2,1,MAGAGADEYA,610,1,73,73,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,610,5,0.2,3
201011000051,14914b25c5ab853ed168dcab30b7b28c,2,2,1,SODA,818,3.5,23,23,BIG PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,818,1,3.5,3
201011000051,14914b25c5ab853ed168dcab30b7b28c,2,2,1,,833,6.5,23,23,CRATE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,833,1,6.5,3
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,101,1.5,25,25,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,101,1,1.5,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,111,7,10,10,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,111,10,0.7,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,203,1,23,23,SMALL TIN,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,203,3,0.3333333333333333,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,204,2,23,23,HEAP,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,204,7,0.2857142857142857,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,206,1.5,23,23,QUOTER BOTTLE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,206,8,0.1875,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,512,9,23,23,TBE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,512,2,4.5,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,601,1,23,23,COB,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,601,6,0.16666666666666666,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,701,9,23,23,NDOWA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,701,1,9,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,706,1,23,23,HANDFUL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,706,1,1,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,708,4,4C,4,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,708,3,1.3333333333333333,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,813,3.5,23,23,PACKET UNSPECIFIED,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,813,7,0.5,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,814,3.5,23,23,COB,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,814,2,1.75,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,820,6.5,23,23,TABLESOAT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,820,6,1.0833333333333333,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,821,5.5,23,23,BOX SMALL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,821,4,1.375,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,824,1,23,23,1000G PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,824,4,0.25,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,833,2,23,23,LARGE  SATCHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,833,8,0.25,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,835,3,51,51,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,835,1,3,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,905,4,65,65,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,905,1,4,1
201011000052,b52bbba2ae35aa16b56369fdebc384fe,2,2,1,,914,8.5,25,25,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,914,6,1.4166666666666667,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,111,10,23,23,10G PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,111,1,10,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,114,6.5,23,23,KILOGRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,114,8,0.8125,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,116,8.5,23,23,FULL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,116,8,1.0625,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,SOHGUM FLOUR (UFA),117,6.5,9C,9,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,117,3,2.1666666666666665,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,203,1.5,23,23,TEA BAG,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,203,8,0.1875,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,206,1.5,23,23,HEAP(SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,206,7,0.21428571428571427,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,305,2.5,23,23,POLYTHENE BAG,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,305,7,0.35714285714285715,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,403,8,23,23,MEDIUM TINS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,403,5,1.6,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,406,10,31,31,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,406,1,10,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,522,1.5,23,23,350L BOTTLE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,522,10,0.15,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,703,9.5,23,23,250 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,703,9,1.0555555555555556,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,706,3.5,23,23,MEDIAM SACHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,706,10,0.35,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,812,4,23,23,SMALL POT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,812,3,1.3333333333333333,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,814,5,23,23,TINA (HEAPED),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,814,4,1.25,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,907,4,72,72,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,907,1,4,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,909,6,23,23,TINA (HEAPED),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,909,4,1.5,1
201011000053,aaf882bebac0c88ebd236ae89d72a508,2,2,1,,5023,7,23,23,HEAP(SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5023,1,7,1
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,118,2.5,23,23,PAIL (MEDIUM),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,118,10,0.25,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,202,4,23,23,QUOTER,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,202,10,0.4,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,208,6,34,34,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,208,3,2,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,CHILAZI,209,7.5,27D,27,,NA,1,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,209,8,0.9375,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,306,9,23,23,SMALL NALI,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,306,2,4.5,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,307,1,23,23,SMALL  PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,307,8,0.125,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,402,6,6,6,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,402,3,2,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,403,6.5,23,23,HALF PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,403,10,0.65,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,522,5,23,23,PACKET OF 125 GRAMS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,522,2,2.5,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,601,8.5,23,23,TUB,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,601,5,1.7,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,CARROT,610,1.5,23,23,HEAP TINA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,610,2,0.75,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,803,9.5,60,60,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,803,2,4.75,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,814,6,23,23,SMALL HEAP,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,814,3,2,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,820,6.5,23,23,COB,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,820,3,2.1666666666666665,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,826,10,23,23,WHOLE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,826,9,1.1111111111111112,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,831,4,23,23,100 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,831,7,0.5714285714285714,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,836,3.5,23,23,10KG PAIL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,836,10,0.35,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,837,0.5,8A,8,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,837,1,0.5,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,5032,6.5,4A,4,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5032,6,1.0833333333333333,2
201011000054,8670971758166b8f2e24dd1b39094974,2,2,1,,5123,1.5,23,23,CUP,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5123,4,0.375,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,101,9,23,23,50 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,101,6,1.5,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,107,2,71,71,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,107,3,0.6666666666666666,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,114,5,23,23,149G TIN,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,114,5,1,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,NKHOWE,117,6,23,23,TUB,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,117,4,1.5,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,308,2,23,23,LITRE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,308,6,0.3333333333333333,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,312,10,23,23,MEDIUM BASKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,312,10,1,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,407,9.5,23,23,LARGE  SATCHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,407,10,0.95,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,504,1.5,23,23,LARGE NDOWA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,504,8,0.1875,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,510,2.5,10,10,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,510,7,0.35714285714285715,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,522,7,23,23,CRATE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,522,1,7,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,701,4,23,23,CRATE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,701,4,1,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,702,7.5,23,23,SMALL PACKET GOLD TEA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,702,6,1.25,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,817,4.5,23,23,300GRAMS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,817,3,1.5,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,823,1.5,22B,22,,2,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,823,7,0.21428571428571427,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,831,8.5,22B,22,,2,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,831,9,0.9444444444444444,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,901,10,8A,8,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,901,7,1.4285714285714286,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,902,5.5,23,23,COB,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,902,7,0.7857142857142857,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,,910,2.5,23,23,PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,910,7,0.35714285714285715,2
201011000055,582db08bc1f078ef1feba250614a9a2f,2,2,1,FROZY,916,4.5,23,23,SMALL BOTTLE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,916,4,1.125,2
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,103,6,1,1,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,103,7,0.8571428571428571,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,109,5,10,10,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,109,3,1.6666666666666667,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,114,2.5,31,31,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,114,10,0.25,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,118,2,44A,44,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,118,1,2,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,301,3.5,22B,22,,2,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,301,10,0.35,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,401,6,23,23,QUOTER BOTTLE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,401,9,0.6666666666666666,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,TINNED BEANS,412,2,23,23,PIECE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,412,6,0.3333333333333333,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,505,5,23,23,TABLESALT PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,505,9,0.5555555555555556,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,514,1.5,23,23,PAIL (LARGE),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,514,3,0.5,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,601,10,54,54,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,601,6,1.6666666666666667,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,703,7,23,23,10G PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,703,6,1.1666666666666667,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,KHALE,818,2.5,23,23,PAIL (UNSPECIFIED),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,818,1,2.5,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,822,9,23,23,CUP,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,822,7,1.2857142857142858,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,825,8.5,23,23,1000G PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,825,2,4.25,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,902,9.5,23,23,MEDIUM POT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,902,9,1.0555555555555556,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,904,5,23,23,PACKET (300G),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,904,10,0.5,1
201011000056,e6ff1723221cc335528447442bd6d0cf,2,2,1,,5121,5,23,23,SMALL DENGU,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5121,5,1,1
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,,106,8.5,23,23,SMALL SACHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,106,1,8.5,3
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,,302,2.5,4,4,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,302,3,0.8333333333333334,3
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,,403,1.5,59,59,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,403,8,0.1875,3
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,,405,4,43,43,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,405,4,1,3
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,,501,9,23,23,PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,501,6,1.5,3
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,,506,4.5,23,23,SAUCER,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,506,10,0.45,3
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,,508,1,23,23,HALF PAIL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,508,10,0.1,3
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,TSETSENYA (LOOKS LIKE IMSECTS,515,0.5,27D,27,,NA,1,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,515,3,0.16666666666666666,3
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,GREENPAPER,818,8.5,23,23,LARGE TINA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,818,3,2.8333333333333335,3
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,,825,5,23,23,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,825,4,1.25,3
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,,826,4.5,23,23,SATCHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,826,7,0.6428571428571429,3
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,,828,8.5,23,23,TEA BAG,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,828,3,2.8333333333333335,3
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,,902,4.5,23,23,SMALL PACKET GOLD TEA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,902,6,0.75,3
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,,904,7,23,23,TINA MEDIUM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,904,3,2.3333333333333335,3
201011000057,10cad701f91c5cb27a0da5a703be7d2a,2,2,1,,5022,1.5,23,23,70 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5022,5,0.3,3
201011000058,a0c5b2405407df8a4ded4a7ddcd333af,2,2,1,,101,6,6B,6,,NA,2,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,101,3,2,2
201011000058,a0c5b2405407df8a4ded4a7ddcd333af,2,2,1,,106,4.5,23,23,PAIL (UNSPECIFIED),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,106,2,2.25,2
201011000058,a0c5b2405407df8a4ded4a7ddcd333af,2,2,1,,305,9.5,23,23,CRATE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,305,4,2.375,2
201011000058,a0c5b2405407df8a4ded4a7ddcd333af,2,2,1,,306,5,23,23,SMALL SARCHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,306,7,0.7142857142857143,2
201011000058,a0c5b2405407df8a4ded4a7ddcd333af,2,2,1,,307,4.5,23,23,SMALL  PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,307,1,4.5,2
201011000058,a0c5b2405407df8a4ded4a7ddcd333af,2,2,1,,313,9.5,23,23,SCUD,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,313,5,1.9,2
201011000058,a0c5b2405407df8a4ded4a7ddcd333af,2,2,1,,407,5.5,23,23,200 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,407,7,0.7857142857142857,2
